HCPCS_Cd,statistic,p_value,median_ratio,p_adj,reject,median_percent_difference
38222,323401.5,0.7721436248231704,1.0,1.0,False,0.0
38525,67650.0,0.485513038949195,1.0,0.8714784404160011,False,0.0
38571,5271.0,0.6411954460212708,1.0,1.0,False,0.0
38792,7577.0,0.779183743601856,1.0,1.0,False,0.0
38900,60262.0,0.6484714782596217,1.0,1.0,False,0.0
42975,5311.0,0.793639854059332,1.0,1.0,False,0.0
43235,2345703.5,0.029236448876979564,1.0,0.11990949032558466,False,0.0
43237,6595.5,0.7254701804799277,1.0,1.0,False,0.0
43238,4080.5,0.2662695686118114,0.9896907216494847,0.6208809099873546,False,-1.0309278350515316
43239,18119703.0,0.9835040477801894,1.00171998624011,1.0,False,0.17199862401100496
43242,8015.0,0.32889985937579863,0.9714285714285715,0.6993793884738219,False,-2.857142857142847
43246,14347.0,0.12518211548849228,1.0,0.37035104127721924,False,0.0
43248,296514.0,0.6728676395067567,0.9987804878048782,1.0,False,-0.12195121951218413
43249,803151.5,0.5260135081482984,0.9988901220865705,0.9075934022228925,False,-0.11098779134295356
43251,63858.5,0.22776989842956386,1.0,0.5682858965817618,False,0.0
43255,36338.5,0.020177155985889775,0.9824561403508771,0.09125438825038366,False,-1.7543859649122862
43259,9221.5,0.1576690531006824,1.0,0.4379045871831569,False,0.0
43262,11508.0,0.3197068776317993,1.0,0.687375859773469,False,0.0
43264,57162.0,0.9223088985919861,1.0557377049180328,1.0,False,5.573770491803276
43274,31556.5,0.9995479164579094,1.065654149724946,1.0,False,6.56541497249461
43281,3232.5,0.8497308922135319,1.0,1.0,False,0.0
43450,120843.5,0.007764043001937414,0.9848484848484849,0.041362179266549136,True,-1.5151515151515138
45330,11680.5,0.9789216500636649,1.0476190476190477,1.0,False,4.761904761904767
45378,3947139.5,0.05862735411381021,1.0,0.20896464073422352,False,0.0
45380,15677164.5,0.9995428254598446,1.0,1.0,False,0.0
45381,118364.0,0.3229725101925759,1.0,0.6897144761173839,False,0.0
45382,2048.0,0.36259958456015684,1.0,0.7487056249469721,False,0.0
45384,67434.0,0.7104602040455583,1.0,1.0,False,0.0
45385,15898495.5,0.9955502515532876,1.0,1.0,False,0.0
45388,6195.5,0.18694326200222433,1.0,0.49531692604837135,False,0.0
45390,29932.0,0.9769702639798282,1.0,1.0,False,0.0
46221,26462.5,0.006697439352879587,0.7934922861150071,0.0364161887075991,True,-20.65077138849929
46600,64308.5,0.5824632084591257,1.0025095118594674,0.9616206321775671,False,0.25095118594673504
47000,22747.5,0.9459890915522983,1.0,1.0,False,0.0
47562,290093.5,0.0008482350411826544,1.0,0.0062552111165046,True,0.0
47563,47775.0,0.8010659143022822,1.0,1.0,False,0.0
49083,285862.5,4.6404293281025245e-12,0.8172573189522341,1.0215768682602175e-10,True,-18.274268104776592
49505,35716.0,0.3576048445329245,1.0,0.7404349270619475,False,0.0
49650,234477.5,0.9286193829468345,1.0,1.0,False,0.0
50590,56148.0,0.0120621982166288,0.986086956521739,0.05979175738507719,False,-1.3913043478260945
